工程名称(编号):  中新科技城241A地块       (2009-K-255)
建设单位:        
孔号,深度,I,II,III,IV,V,VI
C214,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C214,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C214,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C214,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C214,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C215,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C215,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C215,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C215,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C215,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C215,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C215,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C215,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C215,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C215,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C215,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C219,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C219,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C219,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C219,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C219,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C219,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C219,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C219,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C219,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C219,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C219,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C22,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
C22,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C22,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C22,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C22,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C22,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C22,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C22,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C22,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C22,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C22,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C220,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C220,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C220,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C220,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C220,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C220,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C220,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C220,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C220,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C220,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C220,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C221,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C221,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C221,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C221,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C221,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C221,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C221,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C221,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C221,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C221,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C221,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C222,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C222,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C222,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C222,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C222,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C222,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C222,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C222,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C222,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C222,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C222,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C223,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C223,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C223,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C223,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C223,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C223,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C223,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C223,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C223,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C223,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C223,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C224,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C224,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C224,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C224,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C224,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C224,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C224,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C224,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C224,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C224,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C224,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C225,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C225,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C225,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C225,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C225,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C225,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C225,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C225,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C225,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C225,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C225,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C226,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C226,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C226,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C226,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C226,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C226,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C226,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C226,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C226,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C226,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C226,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C227,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C227,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C227,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C227,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C227,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C227,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C227,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C227,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C227,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C227,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C227,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C228,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C228,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C228,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C228,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C228,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C228,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C228,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C228,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C228,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C228,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C228,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C229,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C229,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C229,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C229,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C229,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C229,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C229,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C229,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C229,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C229,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C229,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C23,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C23,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C23,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C23,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C23,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C23,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C23,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C23,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C23,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C23,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C23,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C232,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C232,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C232,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C232,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C232,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C232,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C232,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C232,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C232,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C232,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C232,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C233,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C233,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C233,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C233,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C233,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C233,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C233,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C233,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C233,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C233,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C233,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C234,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C234,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C234,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C234,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C234,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C234,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C234,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C234,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C234,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C234,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C234,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C235,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C235,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C235,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C235,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C235,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C235,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C235,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C235,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C235,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C235,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C235,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C236,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C236,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C236,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C236,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C236,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C236,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C236,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C236,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C236,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C236,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C236,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C237,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C237,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C237,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C237,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C237,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C237,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C237,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C237,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C237,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C237,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C237,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C238,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C238,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C238,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C238,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C238,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C238,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C238,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C238,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C238,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C238,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C238,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C239,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C239,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C239,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C239,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C239,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C239,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C239,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C239,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C239,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C239,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C239,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C24,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C24,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C24,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C24,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C24,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C24,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C24,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C24,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C24,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C24,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C24,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C240,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C240,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C240,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C240,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C240,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C240,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C240,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C240,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C240,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C240,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C240,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C241,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C241,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C241,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C241,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C241,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C241,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C241,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C241,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C241,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C241,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C241,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C242,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C242,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C242,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C242,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C242,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C242,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C242,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C242,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C242,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C242,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C242,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C243,0~10m,2.70,7.30,0.00,0.00,0.00,0.00
C243,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C243,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C243,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C243,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C243,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C243,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C243,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C243,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C243,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C243,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C244,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C244,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C244,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C244,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C244,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C244,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C244,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C244,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C244,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C244,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C244,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C25,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C25,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C25,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C25,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C25,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C25,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C25,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C25,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C25,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C25,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C25,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C26,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C26,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C26,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C26,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C26,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C26,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C26,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C26,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C26,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C26,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C26,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C27,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C27,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C27,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C27,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C27,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C27,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C27,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C27,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C27,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C27,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C27,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C29,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C29,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C29,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C29,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C29,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C29,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C29,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C29,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C29,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C29,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C29,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C3,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C3,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C3,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C3,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C3,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C3,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C3,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C3,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C3,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C3,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C3,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C30,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C30,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C30,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C30,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C30,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C30,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C30,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C30,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C30,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C30,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C30,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C31,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C31,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C31,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C31,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C31,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C31,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C31,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C31,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C31,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C31,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C31,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C32,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C32,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C32,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C32,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C32,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C32,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C32,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C32,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C32,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C32,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C32,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C33,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C33,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C33,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C33,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C33,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C33,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C33,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C33,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C33,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C33,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C33,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C34,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C34,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C34,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C34,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C34,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C34,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C34,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C34,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C34,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C34,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C34,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C35,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C35,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C35,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C35,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C35,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C35,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C35,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C35,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C35,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C35,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C35,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C36,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
