工程名称(编号):  中新科技城241A地块       (2009-K-255)
建设单位:        
孔号,深度,I,II,III,IV,V,VI
C36,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C36,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C36,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C36,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C36,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C36,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C36,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C36,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C36,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C36,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C4,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C4,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C4,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C4,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C4,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C4,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C4,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C4,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C4,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C4,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C4,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C40,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C40,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C40,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C40,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C40,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C40,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C40,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C40,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C40,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C40,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C40,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C41,0~10m,3.50,6.50,0.00,0.00,0.00,0.00
C41,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C41,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C41,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C41,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C41,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C41,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C41,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C41,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C41,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C41,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C42,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C42,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C42,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C42,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C42,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C42,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C42,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C42,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C42,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C42,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C42,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C43,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C43,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C43,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C43,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C43,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C43,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C43,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C43,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C43,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C43,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C43,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C44,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C44,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C44,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C44,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C44,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C44,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C44,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C44,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C44,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C44,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C44,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C45,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C45,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C45,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C45,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C45,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C45,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C45,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C45,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C45,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C45,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C45,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C46,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C46,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C46,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C46,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C46,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C46,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C46,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C46,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C46,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C46,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C46,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C47,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C47,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C47,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C47,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C47,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C47,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C47,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C47,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C47,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C47,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C47,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C48,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C48,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C48,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C48,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C48,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C48,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C48,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C48,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C48,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C48,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C48,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C49,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C49,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C49,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C49,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C49,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C49,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C49,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C49,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C49,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C49,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C49,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C5,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C5,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C5,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C5,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C5,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C5,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C5,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C5,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C5,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C5,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C5,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C50,0~10m,1.80,8.20,0.00,0.00,0.00,0.00
C50,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C50,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C50,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C50,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C50,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C50,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C50,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C50,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C50,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C50,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C51,0~10m,1.80,8.20,0.00,0.00,0.00,0.00
C51,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C51,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C51,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C51,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C51,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C51,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C51,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C51,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C51,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C51,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C52,0~10m,1.60,8.40,0.00,0.00,0.00,0.00
C52,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C52,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C52,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C52,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C52,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C52,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C52,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C52,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C52,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C52,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C53,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C53,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C53,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C53,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C53,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C53,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C53,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C53,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C53,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C53,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C53,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C54,0~10m,3.40,6.60,0.00,0.00,0.00,0.00
C54,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C54,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C54,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C54,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C54,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C54,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C54,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C54,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C54,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C54,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C55,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C55,10~20m,0.20,8.80,0.00,0.00,0.00,0.00
C55,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C55,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C55,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C55,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C55,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C55,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C55,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C55,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C55,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C56,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C56,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C56,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C56,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C56,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C56,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C56,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C56,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C56,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C56,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C56,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C57,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C57,10~20m,0.20,8.80,0.00,0.00,0.00,0.00
C57,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C57,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C57,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C57,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C57,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C57,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C57,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C57,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C57,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C58,0~10m,1.80,8.20,0.00,0.00,0.00,0.00
C58,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C58,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C58,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C58,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C58,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C58,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C58,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C58,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C58,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C58,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C59,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C59,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C59,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C59,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C59,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C59,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C59,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C59,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C59,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C59,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C59,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C6,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C6,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C6,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C6,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C6,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C6,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C6,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C6,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C6,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C6,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C6,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C60,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
C60,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C60,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C60,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C60,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C60,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C60,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C60,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C60,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C60,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C60,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C61,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
C61,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C61,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C61,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C61,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C61,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C61,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C61,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C61,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C61,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C61,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C62,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C62,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C62,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C62,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C62,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C62,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C62,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C62,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C62,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C62,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C62,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C63,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C63,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C63,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C63,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C63,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C63,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C63,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C63,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C63,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C63,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C63,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C64,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C64,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C64,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C64,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C64,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C64,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C64,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C64,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C64,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C64,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C64,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C65,0~10m,1.20,8.80,0.00,0.00,0.00,0.00
C65,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C65,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C65,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C65,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C65,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C65,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C65,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C65,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C65,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C65,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C66,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C66,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C66,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C66,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C66,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C66,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C66,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C66,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C66,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C66,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C66,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C67,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C67,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C67,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C67,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C67,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C67,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C67,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C67,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C67,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C67,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C67,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C68,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C68,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C68,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C68,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C68,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C68,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C68,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C68,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C68,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C68,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C68,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C69,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C69,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C69,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C69,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C69,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C69,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C69,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C69,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C69,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C69,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C69,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C7,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C7,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C7,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C7,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C7,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C7,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C7,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C7,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C7,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C7,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C7,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C70,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C70,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C70,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C70,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C70,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C70,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C70,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C70,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C70,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C70,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C70,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C71,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C71,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C71,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C71,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C71,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C71,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C71,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C71,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C71,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C71,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C71,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C72,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C72,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C72,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C72,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C72,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C72,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C72,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C72,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C72,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C72,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C72,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C73,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C73,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C73,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C73,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C73,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C73,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C73,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C73,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C73,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C73,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C73,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C74,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C74,10~20m,0.00,7.00,0.00,0.00,0.00,0.00
C74,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C74,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C74,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C74,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C74,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
